date,total_revenue,premium_revenue,maus,premium_maus,premium_arpu,r_and_d_cost
2023-06-30,3123.6681312298083,2791.014300948328,538.738056897056,216.5435055242606,4.384333281811321,433.2785192761164
2023-09-30,3205.335553851689,2869.023532812645,562.3094323916914,223.08700796078887,4.3209796054259,434.68736697522843
2023-12-31,3287.00226787179,2947.027695922322,585.7152968699253,229.6305073095862,4.383368592875976,433.534375941547
2024-03-31,3368.66827329626,3025.0267906067074,608.9568124996827,236.17400357065407,4.321929605004684,434.47797568237615
